city,township,area_name,edit_date,change_date,old_address,new_address,edit_type,query_city,query_township,query_date_start,query_date_end,source_url,source_page,source_row_index,scraped_at,row_hash
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號二樓之１,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,1,2026-06-18T08:30:48.995365+00:00,b71d67ceac831581a500039aaf5199615e7d441618697b686a77e4f2830e0627
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,2,2026-06-18T08:30:48.997870+00:00,6ee2fe7e482ef52a0fb0f5a0769d7e22b8bcf3f18b0602852a30dd626abb4f6f
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號二樓,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,3,2026-06-18T08:30:48.999730+00:00,5557df766995f7ee1e5ad0e16aae69445b104403be1fc82621b92342f162ab1c
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號四樓,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,4,2026-06-18T08:30:49.001685+00:00,bf5f4913839073360b21a84561afde5ac9fbf315cdb232a2c9ff86f2f5d75c83
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號三樓之１,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,5,2026-06-18T08:30:49.003343+00:00,a87ed3755f1fb43d576e0cab1f19a3c4ac5cb6cff865013b5a1999824f0be094
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號五樓,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,6,2026-06-18T08:30:49.004985+00:00,12a6edf7868a96577e37f7c31de4cba22624f0a739fffefa55eec58ff38c2fc6
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號六樓,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,7,2026-06-18T08:30:49.006481+00:00,d0c8d7f5007e5949c04b6e157e4bac2fda4c355c404c58dc2d725987f3c7e2b8
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號六樓之１,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,8,2026-06-18T08:30:49.008586+00:00,81fcee0b738db4a698509ca75a0a761aab744753028b8dc1908b69beeaac555d
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號七樓,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,9,2026-06-18T08:30:49.010108+00:00,49611fc93038dd3a5c63f4e3ca1c4960b1e1ffe53d5aaf89d1f28a661acc9dfb
臺北市,大安區,臺北市大安區,民國114年11月7日,民國114年11月7日,,民炤里013鄰新生南路一段１５７巷２０號八樓之１,門牌初編,臺北市,大安區,114-09-01,114-11-30,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,10,2026-06-18T08:30:49.012013+00:00,ae15087d5a2590d9b7d85ea1d29aefda529075df503b9d87efc3cbf194808f29
