city,township,area_name,edit_date,change_date,old_address,new_address,edit_type,query_city,query_township,query_date_start,query_date_end,source_url,source_page,source_row_index,scraped_at,row_hash
新北市,板橋區,新北市板橋區,民國113年3月28日,民國113年3月28日,,中山里006鄰大觀路二段１９巷１１３號之２,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,1,2026-06-18T08:34:34.548821+00:00,f3e041f08878fba96cb17891322008a8e61e6db2f07d976cdef5f98bd8930243
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０２號,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,2,2026-06-18T08:34:34.551745+00:00,384dcfb008fdf3e1c3ca551e7bff69cde958f07cdc6d3bbb22cd881a6b8efe73
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０２號二樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,3,2026-06-18T08:34:34.555399+00:00,b84c41bf66e21e346f1edb2511b9e971e60508d3e54769543dee118f6631f7dc
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０２號三樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,4,2026-06-18T08:34:34.558110+00:00,4acf0c202110334ad4b284dfad4fac17a5ba1608e5296fe6c103aa8d661cb812
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０２號四樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,5,2026-06-18T08:34:34.562188+00:00,6479cafa5df3a18da334438dfaa495d588729f9e1e7399dd0c99c71808e1381b
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０２號六樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,6,2026-06-18T08:34:34.566093+00:00,244430221abfac8ece2b6bda91c9c0cefdda6299aa1a1b0e71a9c95e6dacba13
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０２號八樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,7,2026-06-18T08:34:34.569007+00:00,668fa0236ac7df02ae1384733050388ec3e8fdf3a164485b5802c3c2f2beba77
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０２號十樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,8,2026-06-18T08:34:34.573599+00:00,f71553c40cd064017d9739876afeaec366ee755393bc7b45e6d3ee5a1b231616
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０６號三樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,9,2026-06-18T08:34:34.575656+00:00,b4cd3304fd05cad9f012d818cd18cc8c6c7e58a70e788b51ee3e8954e9cc4291
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０６號六樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,10,2026-06-18T08:34:34.577505+00:00,3659b7cba4c17afaf7e2bcf597102ecaa59154df0f15be8c3e576f4f08ed4170
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０６號八樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,11,2026-06-18T08:34:34.580288+00:00,79a16b16423c960298d45ac0ac6d1a147bd1e73e68087f520913e72147d99766
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０６號七樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,12,2026-06-18T08:34:34.582326+00:00,855dc0101e70ecd1fe424719b4495e15d62ad44df2306eb9e9dbe588f7768fac
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０６號九樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,13,2026-06-18T08:34:34.584871+00:00,6e9272c20f323a9966e6a7d7ed0716fa9d2d5a4b05abe68efacd9a1627f887e2
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０８號四樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,14,2026-06-18T08:34:34.586717+00:00,79fcec7847f2e88fef1f253025c320e1ea77d3ebf33394bc68683f911fbd732b
新北市,板橋區,新北市板橋區,民國113年3月14日,民國113年3月14日,,中正里014鄰中正路５０８號七樓,門牌初編,新北市,板橋區,113-01-01,113-03-31,https://www.ris.gov.tw/info-doorplate/app/doorplate/query,1,15,2026-06-18T08:34:34.588365+00:00,c2440ff7d297517a675546ca55cbf1014cf6f8d98697cbd0fc0d9af35457e9cb
